Ship Mode,Region,Division,Factory,Product ID,Country/Region,Sales,Units,Gross Profit,Cost,Factory_Lat,Factory_Lon,Dest_Lat,Dest_Lon,Shipping_Distance_Miles,Ship Mode_enc,Region_enc,Division_enc,Factory_enc,Product ID_enc,Country/Region_enc,Sales_scaled,Units_scaled,Gross Profit_scaled,Cost_scaled,Factory_Lat_scaled,Factory_Lon_scaled,Dest_Lat_scaled,Dest_Lon_scaled,Shipping_Distance_Miles_scaled,Lead_Time
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,10.47,3,7.47,3.0,32.881893,-111.768036,36.8,-119.4,510.2265735683594,3,3,0,0,2,1,-0.30809341440913524,-0.30730129318139177,-0.2094238894562735,-0.5022618288080404,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,911
Standard Class,Pacific,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,15.0,4,9.8,5.2,32.076176,-81.088371,36.8,-119.4,2192.70126305183,3,3,0,4,4,1,0.3616960828300587,0.21544754201136698,0.29390370927923015,0.4893967058192457,-0.46101816903483744,1.1745497289985671,-0.34840681226460096,-1.4219657917019948,1.4382081925432015,911
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,3.6,1,2.5,1.1,32.881893,-111.768036,36.8,-119.4,510.2265735683594,3,3,0,0,3,1,-1.323866890354668,-1.352798963566909,-1.2830454198062529,-1.3586941996225146,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,911
Standard Class,Atlantic,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,3.25,1,2.11,1.14,32.076176,-81.088371,42.9,-75.6,805.6465281797413,3,0,0,4,1,1,-1.3756166307594622,-1.352798963566909,-1.3672933869765733,-1.3406640444474731,-0.46101816903483744,1.1745497289985671,0.8516318266869092,1.0895055451178652,-0.6519223447586157,911
Standard Class,Interior,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,6.98,2,4.98,2.0,32.881893,-111.768036,44.3,-85.4,1617.5751554376207,3,2,0,0,2,1,-0.8241122544455122,-0.8300501283741505,-0.7473147567744723,-0.9530157081840794,0.11699526121604702,-0.8676358430165786,1.127050530708567,0.5275781683864805,0.5715598836465491,910
Standard Class,Interior,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,6.98,2,4.98,2.0,32.881893,-111.768036,44.3,-85.4,1617.5751554376207,3,2,0,0,2,1,-0.8241122544455122,-0.8300501283741505,-0.7473147567744723,-0.9530157081840794,0.11699526121604702,-0.8676358430165786,1.127050530708567,0.5275781683864805,0.5715598836465491,910
First Class,Pacific,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,6.5,2,4.22,2.28,32.076176,-81.088371,36.8,-119.4,2192.70126305183,0,3,0,4,1,1,-0.8950833270006586,-0.8300501283741505,-0.9114902825422762,-0.8268046219587886,-0.46101816903483744,1.1745497289985671,-0.34840681226460096,-1.4219657917019948,1.4382081925432015,907
First Class,Interior,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,21.6,6,15.0,6.6,32.881893,-111.768036,44.3,-89.8,1417.591569205816,0,2,0,0,3,1,1.3375483304633218,1.2609452123968845,1.4172099382168344,1.1204521369457001,0.11699526121604702,-0.8676358430165786,1.127050530708567,0.2752842441397372,0.2702078244714854,907
Standard Class,Gulf,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,6.5,2,4.22,2.28,32.076176,-81.088371,27.8,-81.5,296.4837210723361,3,1,0,4,1,1,-0.8950833270006586,-0.8300501283741505,-0.9114902825422762,-0.8268046219587886,-0.46101816903483744,1.1745497289985671,-2.118955623832402,0.7512023285142766,-1.4191716139027364,912
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,18.0,5,12.0,6.0,32.881893,-111.768036,36.8,-119.4,510.2265735683594,3,3,0,0,0,1,0.8052652862997236,0.7381963772041257,0.7691486522912934,0.8499998093200769,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,909
Standard Class,Gulf,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,18.75,5,12.25,6.5,32.076176,-81.088371,27.8,-81.5,296.4837210723361,3,1,0,4,4,1,0.9161575871671399,0.7381963772041257,0.8231537594517552,1.0753767490080963,-0.46101816903483744,1.1745497289985671,-2.118955623832402,0.7512023285142766,-1.4191716139027364,912
Second Class,Pacific,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,10.47,3,7.47,3.0,32.881893,-111.768036,47.4,-120.5,1102.36671949302,2,3,0,0,2,1,-0.30809341440913524,-0.30730129318139177,-0.2094238894562735,-0.5022618288080404,0.11699526121604702,-0.8676358430165786,1.73690623247081,-1.4850392727636805,-0.20479944664521638,908
Second Class,Pacific,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,7.2,2,5.0,2.2,32.881893,-111.768036,47.4,-120.5,1102.36671949302,2,3,0,0,3,1,-0.79158384619107,-0.8300501283741505,-0.7429943482016355,-0.8628649323088715,0.11699526121604702,-0.8676358430165786,1.73690623247081,-1.4850392727636805,-0.20479944664521638,908
Second Class,Pacific,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,7.2,2,4.8,2.4,32.881893,-111.768036,36.8,-119.4,510.2265735683594,2,3,0,0,0,1,-0.79158384619107,-0.8300501283741505,-0.7861984339300049,-0.7727141564336638,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,909
Standard Class,Pacific,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,11.25,3,7.35,3.9,32.076176,-81.088371,36.8,-119.4,2192.70126305183,3,3,0,4,4,1,-0.19276542150702244,-0.30730129318139177,-0.23534634089329518,-0.09658333736960521,-0.46101816903483744,1.1745497289985671,-0.34840681226460096,-1.4219657917019948,1.4382081925432015,909
Second Class,Interior,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,6.98,2,4.98,2.0,32.881893,-111.768036,40.0,-89.2,1342.7145079010913,2,2,0,0,2,1,-0.8241122544455122,-0.8300501283741505,-0.7473147567744723,-0.9530157081840794,0.11699526121604702,-0.8676358430165786,0.2811216540706179,0.30968796108247465,0.15737678151278212,909
First Class,Gulf,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,15.0,4,9.8,5.2,32.076176,-81.088371,37.5,-79.5,385.42109118225153,0,1,0,4,4,1,0.3616960828300587,0.21544754201136698,0.29390370927923015,0.4893967058192457,-0.46101816903483744,1.1745497289985671,-0.2106974602537714,0.8658813849900693,-1.285153317075257,908
First Class,Gulf,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,17.45,5,12.45,5.0,32.881893,-111.768036,37.5,-79.5,1840.5248157305537,0,1,0,0,2,1,0.7239442656636182,0.7381963772041257,0.8663578451801244,0.3992459299440378,0.11699526121604702,-0.8676358430165786,-0.2106974602537714,0.8658813849900693,0.9075191515425622,908
First Class,Gulf,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,3.25,1,2.11,1.14,32.076176,-81.088371,37.5,-79.5,385.42109118225153,0,1,0,4,1,1,-1.3756166307594622,-1.352798963566909,-1.3672933869765733,-1.3406640444474731,-0.46101816903483744,1.1745497289985671,-0.2106974602537714,0.8658813849900693,-1.285153317075257,908
Second Class,Atlantic,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,13.0,4,8.44,4.56,32.076176,-81.088371,42.9,-75.6,805.6465281797413,2,0,0,4,1,1,0.06598328051694877,0.21544754201136698,0.000115926326318019,0.20091422301858045,-0.46101816903483744,1.1745497289985671,0.8516318266869092,1.0895055451178652,-0.6519223447586157,908
Standard Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,25.2,7,16.8,8.4,32.881893,-111.768036,40.1,-74.5,2112.976387600847,3,0,0,0,0,1,1.8698313746269193,1.7836940475896432,1.806046709772159,1.9318091198225709,0.11699526121604702,-0.8676358430165786,0.30079441864359374,1.152579026179551,1.3180720561865849,910
First Class,Pacific,Other,Secret Factory,OTH-GUM-21000,United States,2.5,2,1.3,1.2,41.446333,-90.565487,39.5,-116.9,1385.2964810159126,0,3,1,1,6,1,-1.4865089316268785,-0.8300501283741505,-1.5422699341764694,-1.3136188116849106,6.261040059300088,0.5437074574315892,0.18275783120574005,-1.278616971107254,0.22154287395906216,906
Second Class,Interior,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,3.75,1,2.45,1.3,32.076176,-81.088371,38.5,-92.5,780.8180861316482,2,2,0,4,4,1,-1.3016884301811849,-1.352798963566909,-1.2938464412383452,-1.2685434237473068,-0.46101816903483744,1.1745497289985671,-0.013969814524015672,0.12046751789741691,-0.6893359259343674,909
Second Class,Interior,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,11.25,3,7.35,3.9,32.076176,-81.088371,38.5,-92.5,780.8180861316482,2,2,0,4,4,1,-0.19276542150702244,-0.30730129318139177,-0.23534634089329518,-0.09658333736960521,-0.46101816903483744,1.1745497289985671,-0.013969814524015672,0.12046751789741691,-0.6893359259343674,909
Standard Class,Gulf,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,19.5,6,12.66,6.84,32.076176,-81.088371,37.5,-79.5,385.42109118225153,3,1,0,4,1,1,1.0270498880345562,1.2609452123968845,0.9117221351949124,1.2286330679959496,-0.46101816903483744,1.1745497289985671,-0.2106974602537714,0.8658813849900693,-1.285153317075257,909
Standard Class,Gulf,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,6.5,2,4.22,2.28,32.076176,-81.088371,37.5,-79.5,385.42109118225153,3,1,0,4,1,1,-0.8950833270006586,-0.8300501283741505,-0.9114902825422762,-0.8268046219587886,-0.46101816903483744,1.1745497289985671,-0.2106974602537714,0.8658813849900693,-1.285153317075257,909
Second Class,Interior,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,10.47,3,7.47,3.0,32.881893,-111.768036,38.5,-92.5,1146.137807160579,2,2,0,0,2,1,-0.30809341440913524,-0.30730129318139177,-0.2094238894562735,-0.5022618288080404,0.11699526121604702,-0.8676358430165786,-0.013969814524015672,0.12046751789741691,-0.1388414965479427,909
Second Class,Interior,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,7.2,2,5.0,2.2,32.881893,-111.768036,38.5,-92.5,1146.137807160579,2,2,0,0,3,1,-0.79158384619107,-0.8300501283741505,-0.7429943482016355,-0.8628649323088715,0.11699526121604702,-0.8676358430165786,-0.013969814524015672,0.12046751789741691,-0.1388414965479427,909
Second Class,Interior,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,10.8,3,7.5,3.3,32.881893,-111.768036,38.5,-92.5,1146.137807160579,2,2,0,0,3,1,-0.2593008020274721,-0.30730129318139177,-0.20294327659701802,-0.3670356649952287,0.11699526121604702,-0.8676358430165786,-0.013969814524015672,0.12046751789741691,-0.1388414965479427,909
Second Class,Interior,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,7.5,2,4.9,2.6,32.076176,-81.088371,38.5,-92.5,780.8180861316482,2,2,0,4,4,1,-0.7472269258441036,-0.8300501283741505,-0.7645963910658201,-0.6825633805584559,-0.46101816903483744,1.1745497289985671,-0.013969814524015672,0.12046751789741691,-0.6893359259343674,909
Standard Class,Gulf,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,10.8,3,7.5,3.3,32.881893,-111.768036,37.5,-79.5,1840.5248157305537,3,1,0,0,3,1,-0.2593008020274721,-0.30730129318139177,-0.20294327659701802,-0.3670356649952287,0.11699526121604702,-0.8676358430165786,-0.2106974602537714,0.8658813849900693,0.9075191515425622,909
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,7.2,2,5.0,2.2,32.881893,-111.768036,36.8,-119.4,510.2265735683594,3,3,0,0,3,1,-0.79158384619107,-0.8300501283741505,-0.7429943482016355,-0.8628649323088715,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,911
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,7.2,2,4.8,2.4,32.881893,-111.768036,47.4,-120.5,1102.36671949302,3,3,0,0,0,1,-0.79158384619107,-0.8300501283741505,-0.7861984339300049,-0.7727141564336638,0.11699526121604702,-0.8676358430165786,1.73690623247081,-1.4850392727636805,-0.20479944664521638,909
Second Class,Interior,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,9.75,3,6.33,3.42,32.076176,-81.088371,31.1,-97.6,973.2089808386704,2,2,0,4,1,1,-0.4145500232418549,-0.30730129318139177,-0.455687178107979,-0.31294519947010396,-0.46101816903483744,1.1745497289985671,-1.4697543929242076,-0.17196407611585407,-0.39942517186232396,910
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,7.2,2,5.0,2.2,32.881893,-111.768036,47.4,-120.5,1102.36671949302,3,3,0,0,3,1,-0.79158384619107,-0.8300501283741505,-0.7429943482016355,-0.8628649323088715,0.11699526121604702,-0.8676358430165786,1.73690623247081,-1.4850392727636805,-0.20479944664521638,909
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,10.8,3,7.5,3.3,32.881893,-111.768036,47.4,-120.5,1102.36671949302,3,3,0,0,3,1,-0.2593008020274721,-0.30730129318139177,-0.20294327659701802,-0.3670356649952287,0.11699526121604702,-0.8676358430165786,1.73690623247081,-1.4850392727636805,-0.20479944664521638,909
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,18.0,5,12.5,5.5,32.881893,-111.768036,47.4,-120.5,1102.36671949302,3,3,0,0,3,1,0.8052652862997236,0.7381963772041257,0.8771588666122169,0.6246228696320574,0.11699526121604702,-0.8676358430165786,1.73690623247081,-1.4850392727636805,-0.20479944664521638,909
Standard Class,Interior,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,7.2,2,4.8,2.4,32.881893,-111.768036,31.1,-97.6,838.6768461638266,3,2,0,0,0,1,-0.79158384619107,-0.8300501283741505,-0.7861984339300049,-0.7727141564336638,0.11699526121604702,-0.8676358430165786,-1.4697543929242076,-0.17196407611585407,-0.6021494882594144,910
Standard Class,Interior,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,11.25,3,7.35,3.9,32.076176,-81.088371,31.1,-97.6,973.2089808386704,3,2,0,4,4,1,-0.19276542150702244,-0.30730129318139177,-0.23534634089329518,-0.09658333736960521,-0.46101816903483744,1.1745497289985671,-1.4697543929242076,-0.17196407611585407,-0.39942517186232396,910
Same Day,Interior,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,18.75,5,12.25,6.5,32.076176,-81.088371,31.1,-97.6,973.2089808386704,1,2,0,4,4,1,0.9161575871671399,0.7381963772041257,0.8231537594517552,1.0753767490080963,-0.46101816903483744,1.1745497289985671,-1.4697543929242076,-0.17196407611585407,-0.39942517186232396,905
Standard Class,Interior,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,7.2,2,4.8,2.4,32.881893,-111.768036,31.1,-97.6,838.6768461638266,3,2,0,0,0,1,-0.79158384619107,-0.8300501283741505,-0.7861984339300049,-0.7727141564336638,0.11699526121604702,-0.8676358430165786,-1.4697543929242076,-0.17196407611585407,-0.6021494882594144,911
Standard Class,Interior,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,13.0,4,8.44,4.56,32.076176,-81.088371,39.9,-86.3,613.8071404412198,3,2,0,4,1,1,0.06598328051694877,0.21544754201136698,0.000115926326318019,0.20091422301858045,-0.46101816903483744,1.1745497289985671,0.26144888949764206,0.4759725929723744,-0.9410020418237384,911
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,7.2,2,5.0,2.2,32.881893,-111.768036,36.8,-119.4,510.2265735683594,3,3,0,0,3,1,-0.79158384619107,-0.8300501283741505,-0.7429943482016355,-0.8628649323088715,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,909
Standard Class,Interior,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,9.75,3,6.33,3.42,32.076176,-81.088371,39.9,-86.3,613.8071404412198,3,2,0,4,1,1,-0.4145500232418549,-0.30730129318139177,-0.455687178107979,-0.31294519947010396,-0.46101816903483744,1.1745497289985671,0.26144888949764206,0.4759725929723744,-0.9410020418237384,911
Standard Class,Interior,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,18.75,5,12.25,6.5,32.076176,-81.088371,40.0,-89.2,710.052264607459,3,2,0,4,4,1,0.9161575871671399,0.7381963772041257,0.8231537594517552,1.0753767490080963,-0.46101816903483744,1.1745497289985671,0.2811216540706179,0.30968796108247465,-0.7959718075952291,909
First Class,Pacific,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,10.47,3,7.47,3.0,32.881893,-111.768036,36.8,-119.4,510.2265735683594,0,3,0,0,2,1,-0.30809341440913524,-0.30730129318139177,-0.2094238894562735,-0.5022618288080404,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,907
Standard Class,Interior,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,10.8,3,7.5,3.3,32.881893,-111.768036,31.1,-97.6,838.6768461638266,3,2,0,0,3,1,-0.2593008020274721,-0.30730129318139177,-0.20294327659701802,-0.3670356649952287,0.11699526121604702,-0.8676358430165786,-1.4697543929242076,-0.17196407611585407,-0.6021494882594144,909
Standard Class,Interior,Other,Secret Factory,OTH-GUM-21000,United States,3.75,3,1.95,1.8,41.446333,-90.565487,31.1,-97.6,814.5095165580926,3,2,1,1,6,1,-1.3016884301811849,-0.30730129318139177,-1.4018566555592689,-1.0431664840592874,6.261040059300088,0.5437074574315892,-1.4697543929242076,-0.17196407611585407,-0.638566849697311,909
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,10.8,3,7.2,3.6,32.881893,-111.768036,44.1,-120.5,906.3944629738116,3,3,0,0,0,1,-0.2593008020274721,-0.30730129318139177,-0.2677494051895721,-0.23180950118241686,0.11699526121604702,-0.8676358430165786,1.0877050015626166,-1.4850392727636805,-0.5001068974016679,911
Standard Class,Pacific,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,13.0,4,8.44,4.56,32.076176,-81.088371,44.1,-120.5,2272.6754818987615,3,3,0,4,1,1,0.06598328051694877,0.21544754201136698,0.000115926326318019,0.20091422301858045,-0.46101816903483744,1.1745497289985671,1.0877050015626166,-1.4850392727636805,1.5587200604647256,911
First Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,14.4,4,9.6,4.8,32.881893,-111.768036,40.4,-82.8,1679.099176164341,0,0,0,0,0,1,0.27298224213612576,0.21544754201136698,0.25069962355086056,0.3090951540688299,0.11699526121604702,-0.8676358430165786,0.35981271236251994,0.6766609418050116,0.6642694438863379,909
Standard Class,Interior,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,20.94,6,14.94,6.0,32.881893,-111.768036,40.0,-89.2,1342.7145079010913,3,2,0,0,2,1,1.2399631056999956,1.2609452123968845,1.4042487124983234,0.8499998093200769,0.11699526121604702,-0.8676358430165786,0.2811216540706179,0.30968796108247465,0.15737678151278212,908
Standard Class,Interior,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,21.6,6,15.0,6.6,32.881893,-111.768036,31.1,-97.6,838.6768461638266,3,2,0,0,3,1,1.3375483304633218,1.2609452123968845,1.4172099382168344,1.1204521369457001,0.11699526121604702,-0.8676358430165786,-1.4697543929242076,-0.17196407611585407,-0.6021494882594144,908
Second Class,Pacific,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,7.2,2,5.0,2.2,32.881893,-111.768036,47.4,-120.5,1102.36671949302,2,3,0,0,3,1,-0.79158384619107,-0.8300501283741505,-0.7429943482016355,-0.8628649323088715,0.11699526121604702,-0.8676358430165786,1.73690623247081,-1.4850392727636805,-0.20479944664521638,909
Standard Class,Interior,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,22.5,6,14.7,7.8,32.076176,-81.088371,31.1,-97.6,973.2089808386704,3,2,0,4,4,1,1.470619091504221,1.2609452123968845,1.35240380962428,1.6613567921969472,-0.46101816903483744,1.1745497289985671,-1.4697543929242076,-0.17196407611585407,-0.39942517186232396,908
Standard Class,Interior,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,10.8,3,7.5,3.3,32.881893,-111.768036,31.1,-97.6,838.6768461638266,3,2,0,0,3,1,-0.2593008020274721,-0.30730129318139177,-0.20294327659701802,-0.3670356649952287,0.11699526121604702,-0.8676358430165786,-1.4697543929242076,-0.17196407611585407,-0.6021494882594144,910
Standard Class,Interior,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,18.0,5,12.0,6.0,32.881893,-111.768036,31.1,-97.6,838.6768461638266,3,2,0,0,0,1,0.8052652862997236,0.7381963772041257,0.7691486522912934,0.8499998093200769,0.11699526121604702,-0.8676358430165786,-1.4697543929242076,-0.17196407611585407,-0.6021494882594144,908
Standard Class,Interior,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,11.25,3,7.35,3.9,32.076176,-81.088371,31.1,-97.6,973.2089808386704,3,2,0,4,4,1,-0.19276542150702244,-0.30730129318139177,-0.23534634089329518,-0.09658333736960521,-0.46101816903483744,1.1745497289985671,-1.4697543929242076,-0.17196407611585407,-0.39942517186232396,908
Standard Class,Interior,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,10.8,3,7.5,3.3,32.881893,-111.768036,31.1,-97.6,838.6768461638266,3,2,0,0,3,1,-0.2593008020274721,-0.30730129318139177,-0.20294327659701802,-0.3670356649952287,0.11699526121604702,-0.8676358430165786,-1.4697543929242076,-0.17196407611585407,-0.6021494882594144,910
